"permutations";"#UUIDs";"#classes";"#clone_configs"
"13_11_12_16_3_15_14_10_7_1_8_9_5_4_6_2";"11266";"5";"114"
"9_2_7_5_16_11_6_12_3_8_13_4_14_10_1_15";"11287";"5";"114"
"12_3_11_6_8_5_15_1_13_2_4_9_16_7_14_10";"11187";"5";"114"
"13_3_5_7_1_11_14_10_2_8_12_6_4_16_9_15";"11292";"5";"114"
"14_1_2_7_3_8_16_6_15_10_13_5_4_9_12_11";"11279";"5";"114"
"14_9_5_16_4_15_10_13_3_2_1_7_8_12_11_6";"11219";"5";"114"
"16_1_10_4_3_11_13_6_9_15_5_8_7_12_2_14";"11188";"5";"114"
"6_8_10_9_16_11_7_2_4_14_5_1_12_15_3_13";"11358";"6";"114"
"10_8_14_2_3_13_1_6_16_9_11_4_15_12_5_7";"11371";"6";"114"
"15_4_5_13_11_6_14_10_2_16_9_12_3_7_8_1";"11293";"5";"114"
"5_12_15_11_14_8_3_10_1_13_7_16_4_9_6_2";"11256";"5";"114"
